caseid,dAge,dAncstry1,dAncstry2,iAvail,iCitizen,iClass,dDepart,iDisabl1,iDisabl2,iEnglish,iFeb55,iFertil,dHispanic,dHour89,dHours,iImmigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,iKorean,iLang1,iLooking,iMarital,iMay75880,iMeans,iMilitary,iMobility,iMobillim,dOccup,iOthrserv,iPerscare,dPOB,dPoverty,dPwgt1,iRagechld,dRearning,iRelat1,iRelat2,iRemplpar,iRiders,iRlabor,iRownchld,dRpincome,iRPOB,iRrelchld,iRspouse,iRvetserv,iSchool,iSept80,iSex,iSubfam1,iSubfam2,iTmpabsnt,dTravtime,iVietnam,dWeek89,iWork89,iWorklwk,iWWII,iYearsch,iYearwrk,dYrsserv
843110,7,2,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,4,1,2,0,0,2,0,2,2,0,0,0,0,0,0,6,0,4,10,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,11,6,0
827798,3,1,1,0,0,1,2,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,5,0,2,0,2,2,0,2,0,0,0,1,1,0,2,10,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,12,1,0
1275818,6,11,2,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,2,4,0,1,0,0,0,6,0,0,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,11,6,0
1677102,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1709973,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1991390,4,1,2,0,0,3,4,2,2,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,15,1,0
534965,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,121,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
149100,3,11,1,0,0,1,5,2,2,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,4,0,2,0,4,0,1,4,2,2,3,0,2,0,2,1,0,2,2,0,0,2,1,0,3,10,0,6,0,1,0,0,0,0,0,3,0,2,1,1,0,10,1,0
2201094,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,4,0,0,0,1,2,0,0,2,0,2,1,4,0,2,0,112,0,0,1,2,10,1,6,0,2,0,1,0,0,0,0,0,0,0,1,0,5,0,0
1328723,6,2,1,0,0,1,4,2,2,0,0,0,0,4,4,0,2,0,0,1,0,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,0,3,0,0,0,1,1,0,3,21,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,11,1,0
1120635,3,1,2,4,0,1,0,2,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,8,0,2,1,4,0,0,4,2,2,6,0,2,0,2,2,2,2,2,0,0,0,3,0,2,10,0,6,0,1,0,1,2,1,3,0,0,1,1,2,0,11,1,0
558493,3,1,1,0,0,1,4,2,2,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,2,2,6,0,2,0,2,1,0,2,0,0,0,1,1,0,2,10,0,6,0,1,0,0,0,0,0,2,0,1,1,1,0,10,1,0
2446727,4,1,1,0,0,6,4,2,2,0,0,0,0,5,5,0,0,1,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,3,0,2,0,2,1,0,3,0,0,0,1,1,0,3,21,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,10,1,0
43356,5,11,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,4,0,0,4,1,2,4,0,2,0,1,1,0,2,0,0,0,0,6,0,2,10,0,6,0,1,0,0,0,0,3,0,0,1,1,0,0,8,1,0
1049391,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,223,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1381758,7,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,2,0,0,0,2,1,2,0,0,2,0,2,2,0,0,0,0,0,0,6,0,3,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,10,6,1
1909847,6,1,1,0,0,7,0,1,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,7,0,2,2,0,0,0,2,1,2,1,0,2,0,2,1,0,2,1,0,0,0,6,0,3,10,0,1,10,1,0,0,0,0,3,0,0,1,1,2,1,14,2,1
159611,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1852120,4,1,1,0,0,4,3,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,2,2,5,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,6,1,0
608421,3,2,2,0,0,2,2,2,2,0,0,1,0,3,3,0,2,0,0,1,0,0,0,0,9,0,2,0,4,0,1,4,1,2,1,0,2,0,2,1,4,3,2,0,0,1,1,0,3,10,0,6,0,1,0,1,0,0,0,5,0,2,1,1,0,14,1,0
1157662,6,1,2,0,0,8,3,2,2,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,0,4,0,1,0,0,2,1,0,0,22,0,1,0,1,0,1,0,0,0,6,0,1,1,1,0,10,1,0
2321524,5,1,3,0,0,1,4,2,2,0,0,2,0,1,1,0,1,0,0,0,0,1,0,1,8,0,2,0,3,0,10,4,2,2,3,0,2,0,1,1,2,2,0,0,0,0,1,0,2,10,0,5,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
1256126,3,0,1,0,0,1,0,2,2,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,7,0,2,0,2,0,0,4,2,2,2,0,2,0,2,1,4,2,7,9,0,0,3,0,2,22,0,4,0,1,0,1,0,0,0,0,0,2,1,0,0,10,2,0
905099,5,11,1,0,0,4,3,2,2,0,0,2,0,3,3,0,2,0,0,0,0,0,0,1,9,0,2,0,2,0,1,4,1,2,2,0,2,0,2,1,2,3,0,0,0,1,1,0,3,10,0,4,0,1,0,1,0,0,0,4,0,2,1,1,0,11,1,0
2015756,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,6,0,223,0,0,0,0,10,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0
2407669,7,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,0,4,0,0,0,0,0,6,0,4,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
2397279,7,1,2,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,2,0,0,4,1,1,0,0,2,0,1,2,4,0,0,0,0,0,6,0,2,10,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,11,6,0
1023364,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,3,0,111,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2068929,2,3,1,0,4,1,3,2,2,4,0,0,0,3,3,1,2,0,0,0,0,0,0,0,3,0,1,0,4,0,1,4,2,2,6,0,2,4,2,1,0,3,11,0,0,1,1,0,3,52,0,6,0,1,0,0,0,0,0,5,0,1,1,1,0,6,1,0
1005273,5,2,1,0,4,1,4,2,2,1,0,0,0,5,5,3,3,0,0,0,0,0,0,0,8,0,1,0,0,0,1,4,2,2,1,0,2,2,2,1,0,4,0,0,0,1,1,0,4,52,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,17,1,0
2033844,2,1,3,0,0,3,0,2,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,9,0,2,2,4,0,0,4,2,2,3,0,2,0,2,1,0,2,2,0,0,0,6,0,2,10,0,6,0,2,0,0,0,0,3,0,0,1,1,2,0,11,2,0
445601,7,3,1,0,4,1,0,2,2,4,0,0,0,0,0,6,0,0,0,0,1,0,0,0,2,0,1,2,0,0,0,4,2,2,5,0,2,4,2,1,0,0,5,0,0,0,6,0,2,52,0,1,0,1,0,0,1,1,3,0,0,0,2,2,0,4,3,0
300186,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,223,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1595546,4,1,1,0,0,1,2,2,2,0,0,0,0,3,3,0,2,0,0,1,0,0,0,0,4,0,2,0,4,0,1,4,1,2,2,0,2,0,2,2,0,3,2,0,0,1,1,0,3,10,0,6,0,1,0,0,0,0,0,4,0,2,1,1,0,10,1,0
2432437,4,11,1,4,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,7,0,2,1,0,0,0,4,1,2,2,0,2,0,2,1,0,2,0,0,0,0,3,0,2,10,0,1,0,1,0,0,0,0,3,0,0,1,1,2,0,10,1,0
1812683,3,1,2,0,0,1,5,2,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,7,0,2,0,4,0,1,4,1,2,2,0,2,0,2,2,0,2,2,0,0,1,1,0,2,10,0,6,0,1,0,0,0,0,0,2,0,2,1,1,0,13,1,0
347390,3,1,2,0,0,1,3,2,2,0,0,3,0,3,2,0,1,0,0,0,0,0,0,0,6,0,2,0,4,0,1,4,2,2,2,0,2,0,1,0,4,2,9,0,0,1,1,0,2,10,0,6,0,1,0,1,0,0,0,5,0,1,1,1,0,10,1,0
1709059,5,2,1,0,0,2,4,1,2,0,0,0,0,3,3,0,2,0,0,1,0,0,0,0,9,0,2,0,0,0,1,3,2,2,5,0,2,0,2,0,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,4,0,1,1,1,0,10,1,0
882361,3,1,2,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,4,0,0,4,1,2,2,0,2,0,1,1,4,0,10,0,0,0,6,0,0,10,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,9,4,0
538622,2,2,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,4,0,0,4,1,2,2,0,2,0,2,2,0,0,2,0,0,0,6,0,0,10,0,6,0,2,0,0,0,0,3,0,0,0,2,2,0,8,3,0
1366379,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,3,0,111,0,0,1,0,23,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1290695,6,0,1,0,1,1,4,1,2,0,0,5,2,3,3,9,1,0,0,0,0,0,0,0,8,0,2,0,3,0,1,4,1,2,3,0,2,1,2,1,4,2,0,0,0,3,1,0,2,31,0,5,0,1,0,1,0,0,0,3,0,1,1,0,0,10,1,0
2280533,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,221,0,0,1,0,22,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1083125,6,1,1,0,0,1,2,2,2,0,0,0,0,4,5,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,2,1,2,6,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,10,1,0,0,0,0,0,2,0,2,1,1,1,10,1,1
1838052,5,1,1,0,0,1,3,2,2,0,0,0,0,3,4,0,1,0,0,1,0,0,0,0,7,0,2,0,0,0,1,2,1,2,6,0,2,0,2,2,0,2,0,0,0,1,1,0,3,10,0,1,4,1,0,0,0,0,0,3,1,1,1,1,0,11,1,1
202879,3,0,1,0,0,1,3,2,2,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,1,2,1,0,2,0,2,1,0,3,2,0,0,1,1,0,3,23,0,6,0,1,0,0,0,0,0,4,0,2,1,1,0,14,1,0
2072592,4,1,1,0,0,1,3,2,2,0,0,3,0,3,3,0,2,0,0,1,0,0,0,0,9,0,2,0,2,0,1,4,1,2,2,0,2,0,2,1,2,3,0,0,0,1,1,0,3,10,0,4,0,1,0,1,0,0,0,5,0,2,1,1,0,11,1,0
1889117,4,1,2,0,0,4,4,2,2,0,0,2,0,3,5,0,2,1,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,3,4,3,1,0,0,1,1,0,3,22,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,15,1,0
2230091,4,2,3,0,0,2,4,2,2,0,0,3,0,2,2,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,11,1,0
2262150,7,1,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,0,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,11,6,0
1715653,6,1,1,0,0,6,0,1,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,1,2,4,0,0,2,1,2,4,0,2,0,1,0,0,2,0,0,0,0,6,0,2,10,0,6,8,1,0,0,0,0,3,0,0,1,1,2,0,5,2,1
1921188,4,1,1,0,0,6,5,1,2,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,5,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,5,0,1,1,1,0,11,1,0
606550,6,1,2,0,0,1,3,2,2,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,3,1,2,0,0,0,1,2,1,2,6,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,8,1,0,0,0,0,0,1,0,1,1,1,0,5,1,1
1064258,4,1,4,0,0,4,3,2,2,2,0,3,0,3,3,0,2,0,0,0,0,0,0,0,10,0,1,0,0,0,1,4,1,2,2,0,2,0,2,1,1,3,1,0,0,2,1,0,3,10,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,11,1,0
218502,7,1,1,0,0,1,3,2,2,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,8,0,2,0,1,0,1,4,2,2,2,0,2,0,2,1,4,0,0,0,0,1,1,0,2,22,0,3,0,1,0,1,0,0,0,3,0,0,2,2,0,4,1,0
1080438,6,1,2,0,0,6,4,2,2,0,0,4,0,3,5,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,1,1,4,2,1,0,0,1,1,0,2,22,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,7,1,0
1022504,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,121,0,0,1,0,21,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1282053,7,0,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,10,5,0
2175660,3,1,2,0,0,1,4,2,2,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,2,2,3,0,2,0,2,0,0,2,0,0,0,1,1,0,2,10,0,6,0,1,0,0,0,0,0,1,0,2,1,1,0,10,1,0
2464620,2,9,1,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,3,2,1,0,0,2,0,121,0,0,1,0,52,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
699412,7,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,2,2,0,0,2,0,1,1,0,0,0,0,0,0,6,0,2,23,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,7,5,1
1818970,4,11,1,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,0,2,2,0,0,0,2,2,2,3,0,2,0,2,0,0,0,0,0,0,0,6,0,3,21,0,1,4,1,0,0,0,0,3,0,1,0,2,2,0,10,4,1
534815,3,1,1,0,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,0,0,0,4,2,2,3,0,2,0,2,1,1,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,3,0
1814060,2,11,1,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,4,0,2,2,3,0,0,4,2,2,3,0,2,0,0,0,0,2,13,0,0,0,6,0,2,10,0,5,0,2,0,0,0,0,3,0,0,1,1,2,0,11,2,0
2390978,3,1,2,0,0,1,1,2,2,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,1,2,6,0,2,0,2,2,0,2,2,0,0,1,1,0,2,10,0,6,0,2,0,0,0,0,0,3,0,1,1,1,0,11,1,0
928642,6,1,2,0,0,1,3,2,2,0,0,1,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,1,0,1,4,1,2,6,0,2,0,2,1,4,3,0,0,0,1,1,0,3,21,0,3,0,1,0,1,0,0,0,4,0,2,1,1,0,5,1,0
1406010,2,1,2,0,0,1,5,2,2,0,0,2,0,3,5,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,1,2,3,0,2,0,2,1,4,2,2,0,0,1,1,0,2,10,0,6,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
180567,5,1,1,0,0,2,0,2,2,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,8,0,2,0,0,0,11,4,2,2,4,0,2,0,2,2,0,3,0,0,0,0,1,0,3,10,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,10,1,0
691463,5,3,1,0,0,1,3,2,2,1,0,5,0,5,4,0,3,0,0,0,0,0,0,0,9,0,1,0,0,0,1,4,1,2,1,0,2,0,2,2,4,4,1,0,0,2,1,0,4,23,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,5,1,0
1404325,3,1,2,0,0,1,3,2,2,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,4,0,2,0,2,0,1,4,2,2,5,0,2,0,2,0,0,3,10,0,0,1,1,0,3,10,0,4,0,1,0,0,0,0,0,3,0,1,1,1,0,9,1,0
2402744,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,222,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0
1313418,7,1,1,0,0,6,3,2,2,0,0,0,0,3,3,0,0,1,0,1,1,0,0,0,8,0,2,0,0,0,1,2,1,2,2,0,2,0,2,3,0,5,0,0,0,1,1,0,5,10,0,1,10,1,0,0,0,0,0,5,0,2,1,1,1,11,1,2
1679803,2,1,2,0,0,5,3,2,2,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,10,0,2,0,4,0,1,4,1,2,2,0,2,0,2,2,4,2,2,0,0,2,1,0,2,10,0,6,0,1,0,1,0,0,0,2,0,1,1,1,0,10,1,0
2378364,6,1,2,0,0,1,1,2,2,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,2,1,2,5,0,2,0,2,0,0,3,0,0,0,1,1,0,3,10,0,1,4,1,0,0,0,0,0,4,1,2,1,1,0,10,1,1
155481,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
710474,7,1,1,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,22,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,6,6,0
1650822,3,1,1,0,0,1,5,2,2,0,0,1,0,3,1,0,1,0,0,1,0,0,0,0,4,0,2,0,2,0,1,4,2,2,2,0,2,0,2,1,4,2,10,0,0,1,1,0,2,10,0,4,0,2,0,1,0,0,0,4,0,1,1,1,0,11,1,0
2124706,5,1,1,0,0,6,1,2,2,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,8,0,2,0,0,0,5,4,2,2,2,0,2,0,2,1,0,5,0,0,0,0,1,0,5,22,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,15,1,0
2335887,3,1,1,0,0,6,3,2,2,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,3,0,2,0,2,0,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
457440,6,1,2,0,0,7,0,2,2,0,0,4,0,1,0,0,1,0,0,1,0,0,0,0,4,0,2,2,0,0,0,4,2,2,2,0,2,0,1,1,4,2,0,0,0,0,6,0,2,10,0,2,0,1,0,1,0,0,3,0,0,1,1,2,0,11,2,0
409955,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1824313,7,3,1,0,3,1,0,1,1,2,0,3,0,1,0,10,1,0,0,0,1,1,1,0,9,0,1,2,1,0,0,4,1,1,3,0,2,4,2,0,4,2,0,0,0,0,6,0,2,51,0,3,0,1,0,1,0,0,3,0,0,1,1,2,0,5,2,0
1879295,2,0,1,0,0,1,2,2,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,1,2,6,0,2,0,2,0,0,2,2,0,213,2,1,1,2,24,1,6,0,2,0,0,0,0,0,1,0,1,1,0,0,7,1,0
572191,3,3,1,4,4,0,0,2,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,2,0,0,2,4,2,1,4,0,1,0,0,0,6,0,0,52,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,7,7,0
2378700,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,223,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1332080,6,11,1,0,0,1,3,2,2,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,5,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,0,5,0,0,0,2,1,0,5,10,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,14,1,0
1908527,7,1,2,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,2,1,4,0,9,0,0,0,6,0,3,10,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,14,5,0
2388512,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,2,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0
103332,4,1,1,0,0,1,4,2,2,0,0,1,0,5,5,0,3,0,0,0,0,0,0,0,5,0,2,0,4,0,2,4,1,2,1,0,2,0,2,2,4,4,0,0,0,0,1,0,4,21,0,6,0,1,0,1,0,0,0,4,0,2,1,1,0,15,1,0
238605,6,9,1,0,0,3,4,2,2,1,0,4,0,3,3,0,2,1,0,1,0,0,0,0,9,0,1,0,0,0,1,4,1,2,1,0,2,0,2,0,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,4,0,1,1,1,0,13,1,0
2096958,3,1,1,0,0,4,3,2,2,0,0,1,0,3,5,0,2,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,2,2,1,0,2,0,2,1,4,3,9,0,0,1,1,0,3,10,0,6,0,1,0,1,0,0,0,4,0,1,1,1,0,14,1,0
127661,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,112,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000965,6,1,1,0,0,1,2,2,2,0,0,8,0,3,3,0,1,0,0,0,0,0,0,0,6,0,2,0,2,0,1,4,1,2,6,0,2,0,2,1,4,2,0,0,0,1,1,0,2,10,0,4,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
1308582,6,1,2,0,0,1,5,2,2,0,0,1,0,1,3,0,1,0,0,0,0,1,0,0,9,0,2,0,1,0,1,4,1,2,2,0,2,0,2,1,4,2,5,0,0,1,1,0,2,23,0,3,0,1,0,1,0,0,0,4,0,1,1,0,0,11,1,0
1613516,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
726069,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,6,0,223,0,0,0,0,10,1,0,0,3,0,1,3,1,0,0,0,0,0,0,0,3,0,0
1568279,7,1,2,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,2,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,24,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,8,7,0
