country,city,property_type,furnishing_status,property_size_sqft,price,constructed_year,previous_owners,rooms,bathrooms,garage,garden,crime_cases_reported,legal_cases_on_property,customer_salary,loan_amount,loan_tenure_years,monthly_expenses,down_payment,emi_to_income_ratio,satisfaction_score,neighbourhood_rating,connectivity_score,decision
5,3,5,2,1481,449250,2005,3,3,2,1,0,0,0,72380,329504,20,9515,119746,0.03,4,7,5,0
10,0,3,2,1055,628176,2000,2,7,7,0,1,0,0,69095,252148,20,11335,376028,0.03,4,10,1,0
1,30,2,2,1227,241851,2000,6,8,4,0,1,1,0,7332,114634,20,15020,127217,0.12,3,9,1,0
3,32,2,2,684,260909,1997,0,1,1,1,1,1,0,97205,185429,20,16750,75480,0.01,8,10,3,1
11,20,2,0,3149,1263462,1995,0,3,2,1,0,1,1,74340,968618,15,13590,294844,0.11,4,8,1,0
0,22,2,1,5328,1708472,2020,1,6,4,1,1,2,0,82145,1246143,30,16695,462329,0.1,7,1,1,1
7,15,2,1,1411,637665,2002,4,3,3,1,1,2,0,19765,340037,30,7270,297628,0.11,2,3,8,0
3,2,2,1,4550,1726937,1986,1,2,1,0,0,0,0,62065,1059098,25,4110,667839,0.12,4,1,10,0
4,19,0,0,1721,718942,2003,6,3,1,0,1,0,0,81355,330059,20,8750,388883,0.03,1,4,7,0
10,0,3,1,1501,897871,2009,6,8,4,0,0,1,0,50960,457332,30,9950,440539,0.06,9,3,4,1
1,36,5,2,2442,491187,1983,3,1,1,1,1,2,0,16234,284342,10,13455,206845,0.2,1,1,4,0
6,13,1,0,3061,459019,2008,4,7,5,1,0,2,1,14847,255271,10,1319,203748,0.2,3,1,2,0
7,27,0,0,1899,858482,1967,1,8,3,1,0,1,0,86475,650160,25,18270,208322,0.05,4,7,5,0
3,32,5,1,4569,1740983,1964,0,7,3,1,0,0,0,86765,821406,20,18625,919577,0.07,4,3,4,0
7,15,5,2,5587,2513250,2009,4,1,1,0,0,0,0,26660,1258440,15,11245,1254810,0.41,8,9,5,0
8,34,1,2,2478,1739048,1992,5,7,7,1,1,1,1,16750,817962,15,5095,921086,0.43,3,3,10,0
12,31,4,0,5934,2971043,1967,2,2,1,0,1,3,1,59375,1766027,25,16250,1205016,0.2,3,8,10,0
8,34,4,1,1204,841288,2020,2,5,1,0,1,1,1,56150,493024,25,18635,348264,0.06,1,2,3,0
8,34,1,2,1247,875089,1965,1,4,2,0,0,2,1,57660,626379,25,5765,248710,0.07,10,2,2,0
2,23,2,0,1166,410085,2011,6,8,2,1,1,1,0,43995,230559,30,7330,179526,0.03,2,9,4,0
12,31,0,2,5876,2935439,1964,3,7,7,0,0,0,0,93810,2029010,15,8770,906429,0.19,9,2,4,1
5,3,2,2,4626,1390881,1995,1,6,5,0,1,2,0,45365,1040923,15,17545,349958,0.2,6,5,5,0
12,26,0,1,2739,1371749,2011,5,1,1,1,0,0,0,30190,653659,30,12075,718090,0.14,4,7,8,0
3,2,2,1,978,370549,1984,6,8,7,1,1,1,0,72370,308470,10,9295,62079,0.05,10,7,3,1
0,22,0,1,1137,363094,2020,6,7,5,1,0,3,0,42545,291195,20,17410,71899,0.05,7,7,10,0
2,38,3,2,4761,1670699,1975,5,5,3,1,1,0,0,26490,1061157,25,12125,609542,0.27,2,8,7,0
6,13,0,1,4832,725290,2015,2,5,4,0,0,1,0,12630,554003,30,3055,171287,0.28,9,6,3,1
11,20,1,0,1097,435187,1983,3,7,6,0,0,1,0,98450,176847,30,13495,258340,0.01,7,4,4,1
8,34,4,0,2126,1492972,2015,1,7,4,1,1,2,0,59860,1155333,15,8270,337639,0.17,7,8,2,1
12,31,0,0,3299,1654446,1998,6,3,3,0,0,1,1,65245,1137822,15,9945,516624,0.15,8,10,1,0
12,18,4,1,2483,1237016,1976,3,3,2,0,0,0,0,61395,871894,30,5940,365122,0.09,7,9,4,1
1,30,2,2,5880,1176331,2008,6,2,1,1,1,0,1,4826,800656,15,10655,375675,1.45,9,4,5,0
4,21,5,1,3263,1369405,1974,0,1,1,1,1,0,1,97900,566776,25,8620,802629,0.04,4,8,7,0
4,21,5,1,2770,1165631,2001,3,5,5,0,1,0,0,33995,622559,30,15800,543072,0.12,6,2,3,0
0,35,5,2,689,220755,2008,6,8,5,0,0,0,0,54880,152436,20,19315,68319,0.02,7,8,6,1
12,8,0,1,1200,602518,1965,2,8,8,0,0,2,1,33405,446055,30,10255,156463,0.08,1,4,2,0
0,5,4,1,3986,1279345,1984,1,2,2,1,0,0,0,60080,1030421,25,8385,248924,0.12,5,1,4,0
6,1,5,1,4039,609250,2004,0,5,4,1,0,0,1,14818,319294,10,1929,289956,0.24,5,1,10,0
5,11,2,2,2648,790253,1971,3,5,3,1,0,0,0,50370,516936,20,18955,273317,0.08,10,2,1,1
0,5,2,1,1368,441576,1970,6,4,4,0,1,0,0,63560,279768,30,11930,161808,0.03,3,3,6,0
2,39,1,0,1744,614769,1980,6,7,1,1,1,1,0,23060,361236,10,12645,253533,0.18,10,7,7,1
4,19,4,2,4085,1720237,2016,1,2,2,0,1,1,0,30770,878757,10,3210,841480,0.32,6,10,4,0
10,10,5,2,4710,2824649,1980,1,6,6,1,0,4,0,69135,1291017,10,5165,1533632,0.21,5,3,7,0
8,34,5,0,2811,1965124,2004,1,5,4,0,1,0,0,11785,1254002,10,4455,711122,1.21,2,8,2,0
4,21,5,1,2182,918371,2008,6,3,1,1,0,1,0,91580,725483,10,14105,192888,0.09,8,4,2,1
5,3,1,1,5170,1551421,2022,1,6,6,1,0,0,0,72505,1083613,15,8065,467808,0.13,6,10,4,0
11,4,1,0,829,329641,2022,2,6,3,0,0,1,0,96545,245268,10,12185,84373,0.03,2,1,4,0
3,33,2,0,831,313750,1977,2,6,5,0,1,1,0,23700,158002,10,14800,155748,0.08,3,10,3,0
9,14,0,0,2532,458519,1995,3,3,1,1,0,1,0,27388,275716,15,14375,182803,0.09,7,10,8,1
8,34,4,0,5223,3660435,2004,5,8,2,0,1,2,0,77510,2163231,20,19270,1497204,0.21,5,5,9,0
9,6,4,1,2988,536657,1966,0,1,1,1,0,1,0,11606,222528,25,11565,314129,0.13,1,4,2,0
2,23,5,1,5657,1977459,1970,1,8,2,0,1,0,0,20110,1160244,15,10085,817215,0.5,10,7,10,0
3,32,3,2,4416,1673489,1978,3,8,4,0,0,3,0,68895,1139343,20,4380,534146,0.12,5,9,3,0
11,4,3,1,3624,1450609,2020,4,6,1,0,1,0,0,34595,688519,20,4255,762090,0.15,8,2,4,1
0,35,5,1,3210,1030035,2022,4,7,1,0,0,0,1,27560,526934,30,18120,503101,0.12,7,8,2,0
5,25,2,0,3800,1143098,1997,1,3,1,0,1,1,0,99200,927077,20,8830,216021,0.07,5,3,5,0
11,17,3,0,1393,555023,2020,0,1,1,1,1,0,0,58070,433228,20,11795,121795,0.06,3,4,9,0
11,17,0,0,4583,1830025,1960,1,3,2,1,1,0,0,28295,1093861,15,7240,736164,0.34,1,8,4,0
4,21,1,1,3244,1360270,2000,6,1,1,1,0,1,1,58105,694424,25,4415,665846,0.08,1,1,10,0
6,1,0,2,759,109966,1987,2,6,2,0,0,0,0,5471,67114,15,2231,42852,0.11,8,3,1,1
5,11,0,0,4569,1368651,1961,3,8,3,1,1,0,0,23630,1087778,10,7630,280873,0.52,10,4,3,0
8,34,1,2,1443,1013673,1994,3,1,1,0,0,0,0,24695,502566,15,14080,511107,0.18,10,9,6,1
9,6,3,0,2789,502027,2017,6,1,1,1,1,3,0,8282,315607,30,4710,186420,0.24,10,2,4,0
3,2,1,0,1643,622722,1968,4,4,4,0,1,0,1,34635,495236,10,13765,127486,0.16,5,5,4,0
8,34,3,0,5510,3854887,2002,6,7,1,1,1,1,0,41380,1547796,30,16210,2307091,0.24,1,5,6,0
4,28,2,2,1958,818282,1999,3,4,4,1,0,1,0,48320,351596,10,18605,466686,0.08,5,8,6,0
12,26,5,0,5353,2671603,2005,4,4,1,0,0,1,0,55750,1926881,25,17165,744722,0.23,9,4,3,1
10,0,4,0,3209,1929271,2007,6,7,2,1,1,2,0,82455,1199838,25,5150,729433,0.1,7,3,9,1
4,21,3,2,5722,2405509,2013,3,1,1,0,1,1,0,97500,1037206,20,18965,1368303,0.08,8,10,8,1
2,23,5,1,1764,619793,2015,2,5,1,1,0,2,0,49995,496974,25,10495,122819,0.07,1,9,6,0
7,37,4,2,4944,2224899,1968,4,4,1,1,1,2,1,35035,1632432,30,17965,592467,0.29,8,10,8,0
11,16,1,2,3827,1532562,2011,5,6,5,0,0,0,0,79690,1164544,30,19485,368018,0.09,2,10,7,0
5,3,0,2,3824,1142233,1995,0,1,1,0,0,1,0,42085,745377,20,15995,396856,0.13,3,10,1,0
4,21,5,1,5994,2515288,1984,2,5,4,1,0,0,0,31650,1493254,25,16850,1022034,0.32,10,6,2,1
11,16,4,0,4853,1940265,2012,4,2,2,0,1,2,0,17900,1409795,25,18240,530470,0.53,2,9,8,0
9,14,3,0,3802,688224,2008,4,1,1,1,0,3,0,20222,345792,25,11005,342432,0.12,9,4,5,0
0,35,3,1,3442,1104465,1995,3,3,3,1,1,0,1,57190,677225,30,6630,427240,0.07,5,3,7,0
0,35,4,0,3139,1003447,1984,2,1,1,0,0,2,0,95240,660504,20,3110,342943,0.05,1,6,5,0
2,23,3,1,4333,1521244,1974,6,8,2,1,0,1,1,50135,935438,30,8380,585806,0.12,5,2,8,0
2,23,5,1,2735,958964,2017,1,2,2,1,1,2,0,85320,607688,20,11095,351276,0.05,10,7,10,1
8,34,0,1,3029,2118541,1978,1,2,1,1,1,1,0,49700,1385237,15,16735,733304,0.24,7,8,3,1
6,7,5,2,1510,231393,1980,2,7,2,1,0,2,1,18625,116841,10,3137,114552,0.07,9,7,5,0
9,14,0,2,2740,489208,2006,5,4,1,1,0,0,0,27440,317753,15,2500,171455,0.1,5,6,8,0
9,6,0,2,2852,511681,1997,0,2,2,0,0,0,0,22030,252949,20,18130,258732,0.09,8,4,4,1
3,32,2,0,3217,1225180,2000,2,5,4,1,0,1,0,79825,901066,25,8675,324114,0.08,3,3,2,0
9,6,4,0,3163,573182,1981,4,2,2,0,0,1,0,31928,310547,25,15995,262635,0.07,9,1,6,1
1,30,5,0,3926,790189,1980,4,8,2,0,1,2,0,39966,421111,30,6970,369078,0.07,5,9,6,0
11,20,4,2,1133,456446,1982,3,5,2,1,1,2,0,23465,199878,15,8375,256568,0.07,9,7,8,1
11,16,3,2,2589,1038418,1989,2,8,2,1,0,0,0,89610,822555,30,13670,215863,0.06,7,9,8,1
11,17,5,1,4741,1896314,2019,6,6,1,0,1,0,0,58595,1298282,20,6835,598032,0.17,10,2,5,1
11,17,5,1,1661,667577,1968,5,4,2,1,1,2,0,96800,470639,20,17540,196938,0.04,5,10,6,0
7,15,4,0,3372,1518446,2022,2,6,2,1,0,0,0,92770,731938,20,4260,786508,0.06,10,10,1,1
11,4,1,1,1612,645112,2004,6,6,1,0,0,1,0,73845,479465,20,8960,165647,0.05,8,6,3,1
12,26,0,0,4925,2461942,1988,6,5,2,0,0,1,0,57320,1406202,10,11110,1055740,0.28,9,3,1,1
11,20,4,0,4654,1862890,1969,6,8,1,0,1,0,0,65320,1004864,25,2545,858026,0.1,4,2,4,0
2,38,3,0,3083,1074599,1977,6,1,1,0,0,0,0,72560,587040,30,18780,487559,0.05,6,2,3,0
6,1,0,1,757,118327,1979,0,1,1,1,0,3,0,11262,88969,20,573,29358,0.06,1,2,2,0
4,21,4,0,5832,2446347,1966,4,6,5,1,0,0,1,87105,1347637,25,16335,1098710,0.1,1,2,3,0
2,23,0,0,2736,953021,1967,4,1,1,1,0,0,0,85580,525608,30,3775,427413,0.04,4,1,5,0
7,37,5,2,2745,1236361,1979,6,7,5,1,0,1,0,54825,520426,30,5395,715935,0.06,2,4,9,0
7,15,1,0,1158,524833,1977,4,7,2,0,1,2,0,37595,364080,20,12750,160753,0.07,8,10,3,1
2,39,3,0,1484,521903,1992,2,1,1,0,0,2,0,10505,252253,30,3940,269650,0.15,5,3,8,0
3,33,0,0,4465,1700919,2006,5,8,4,0,0,1,0,49605,1131407,15,14950,569512,0.2,9,7,9,1
11,16,1,2,3560,1425630,1981,5,2,1,1,1,0,0,53010,944616,20,6215,481014,0.13,4,1,4,0
2,39,4,1,2817,987793,1963,0,4,2,0,0,0,0,20140,517739,30,6620,470054,0.16,1,9,3,0
1,30,3,0,1120,222564,1978,2,3,1,0,1,0,0,11242,169317,25,15685,53247,0.1,3,8,9,0
2,38,0,0,628,222284,1995,2,5,4,0,0,3,0,60940,102501,15,18255,119783,0.01,4,3,1,0
6,29,0,0,1720,257043,1977,1,4,3,0,1,0,0,9362,112427,20,2690,144616,0.09,2,3,8,0
1,36,1,1,877,177981,1969,1,8,5,1,1,3,0,5114,102361,20,15610,75620,0.15,7,1,6,0
12,12,3,1,1012,503021,1995,0,6,6,1,1,3,1,13670,377312,30,9775,125709,0.17,1,10,10,0
2,38,2,2,860,300831,1995,3,6,4,0,1,0,0,91230,218940,15,7460,81891,0.02,8,1,6,1
10,0,4,2,998,595765,1972,6,5,4,1,1,2,0,68180,303175,15,9630,292590,0.04,7,4,1,1
3,32,3,2,5987,2274113,1996,5,8,3,1,1,1,0,51475,1358701,30,3500,915412,0.17,2,10,9,0
8,34,1,1,3319,2325431,2004,6,1,1,0,0,1,0,86005,1834674,10,17880,490757,0.24,8,1,4,1
7,37,4,2,5358,2407832,1992,0,6,2,1,0,2,0,30340,1662992,20,9165,744840,0.41,6,7,10,0
8,34,0,1,920,640421,2015,2,8,7,0,1,0,0,27865,399801,15,7180,240620,0.12,6,9,5,0
6,9,4,2,1309,201071,1971,3,3,1,1,1,0,1,15131,133148,20,3885,67923,0.07,6,1,7,0
1,36,0,0,3093,618005,2017,2,4,1,1,1,1,0,36822,462392,10,17750,155613,0.14,4,9,6,0
3,2,4,2,1848,703323,2019,0,3,3,0,0,2,0,31305,557555,15,19540,145768,0.16,2,8,2,0
2,39,4,0,3148,1097376,1969,4,3,3,0,1,1,1,81560,880352,30,6020,217024,0.07,9,6,1,0
10,0,5,0,5777,3462222,2014,3,3,2,1,0,1,0,97375,2205632,25,10650,1256590,0.15,7,8,3,1
4,28,4,1,2602,1091444,1978,6,8,3,1,0,0,0,67480,551167,30,17940,540277,0.05,7,1,3,1
12,12,4,1,617,306375,1974,2,7,7,0,1,1,1,26365,216759,20,6060,89616,0.06,5,7,2,0
3,2,5,2,733,282203,2013,0,3,1,0,0,3,1,17620,113986,30,11955,168217,0.04,8,7,9,0
4,28,5,0,1192,496509,1969,4,7,5,1,0,1,0,36560,242428,25,13395,254081,0.04,3,4,6,0
8,34,3,2,4444,3110512,2007,1,8,5,0,0,1,0,42870,1250386,15,9945,1860126,0.25,7,10,5,1
5,25,0,1,1944,584320,1985,3,7,7,1,1,2,0,29420,454245,15,5830,130075,0.13,5,2,10,0
7,15,3,2,3956,1785147,2001,4,3,2,0,0,0,0,39305,725872,30,16390,1059275,0.12,5,8,7,0
7,15,0,1,4303,1932858,1965,2,7,2,0,0,1,0,13915,1301364,25,5160,631494,0.63,5,3,4,0
7,15,2,2,4723,2127085,2014,3,3,2,1,0,1,0,43920,1204113,30,12155,922972,0.17,4,8,7,0
1,36,2,1,1510,299684,1962,2,8,1,1,1,3,0,24272,252998,25,7060,46686,0.07,1,7,7,0
8,34,2,2,828,584324,1987,4,6,2,1,0,0,0,89200,261195,15,19885,323129,0.03,6,6,8,0
7,27,5,0,5863,2638870,1975,2,2,2,0,1,1,0,83775,1788184,25,6910,850686,0.14,8,7,7,1
2,23,5,1,3576,1253852,2006,1,5,2,1,0,0,1,11570,1038580,30,16290,215272,0.57,1,5,9,0
7,15,1,0,4380,1974366,1985,2,3,1,1,0,1,1,50725,942379,25,17205,1031987,0.13,9,5,3,0
9,14,2,1,5767,1036043,1991,3,4,4,1,0,2,0,34940,654863,25,13755,381180,0.13,1,4,5,0
1,30,1,2,1912,384727,1981,4,4,2,1,0,1,0,34692,225694,15,6170,159033,0.06,2,1,6,0
12,31,1,0,3319,1658392,2020,0,1,1,1,1,0,1,68910,993736,15,2780,664656,0.13,9,2,10,0
0,35,5,1,5179,1657716,1980,6,5,5,0,0,2,0,68270,968469,25,4565,689247,0.1,7,7,7,1
5,25,2,2,4810,1443390,1986,1,1,1,1,0,0,1,67335,1054863,10,7240,388527,0.18,10,10,2,0
3,2,2,2,2857,1088784,1988,2,8,4,1,1,1,0,69775,474411,10,14270,614373,0.08,1,6,6,0
6,24,1,2,1001,149545,1998,5,4,1,0,0,0,0,5243,100188,30,686,49357,0.12,10,4,10,1
1,36,5,0,2007,403183,1998,5,3,1,0,0,0,0,6880,181649,30,15845,221534,0.17,8,2,6,1
8,34,4,2,3106,2173982,2015,2,8,5,1,1,3,0,85945,1618788,30,6315,555194,0.12,8,9,7,0
2,23,1,0,5491,1926468,2008,1,1,1,1,1,2,0,48705,1611044,20,10730,315424,0.25,2,5,4,0
3,32,5,0,4338,1649488,1997,0,4,4,0,1,0,0,65260,1320079,30,9275,329409,0.13,2,2,9,0
3,33,5,2,3470,1317615,1963,6,6,4,0,1,0,0,73740,1065578,20,13155,252037,0.11,4,9,6,0
1,36,3,1,848,169418,1985,5,7,2,1,1,6,0,28636,118566,10,3215,50852,0.05,10,6,2,0
6,7,4,1,1658,249461,2018,2,6,5,0,1,2,0,11745,158894,20,1468,90567,0.1,7,8,2,1
4,28,0,1,3123,1307113,1985,4,4,2,1,0,0,1,42865,640501,25,8645,666612,0.1,9,5,8,0
3,2,5,2,5077,1925842,2023,6,5,1,1,1,1,1,35905,1488578,15,6530,437264,0.36,10,9,1,0
3,2,2,0,1859,701888,1998,4,3,3,0,1,2,0,31345,317980,10,4535,383908,0.12,1,1,6,0
2,23,0,1,4082,1432299,1965,4,8,1,1,0,0,1,14430,614499,15,3365,817800,0.37,5,9,9,0
2,38,3,2,2223,781122,2002,0,5,3,1,1,3,0,16930,521194,15,10090,259928,0.27,1,8,10,0
6,7,1,1,4234,635388,2012,1,1,1,1,0,0,0,9029,405213,20,3031,230175,0.33,3,3,6,0
9,6,2,2,1666,296735,1983,0,5,2,0,1,2,0,29788,216272,20,18390,80463,0.05,2,3,6,0
4,19,1,2,3832,1611304,1998,6,3,1,1,1,0,0,63780,1031130,25,12965,580174,0.11,6,4,2,0
3,33,5,2,5793,2198337,1997,5,4,2,0,0,1,0,87515,936658,30,4555,1261679,0.07,3,5,5,0
12,18,0,2,4038,2019657,2001,2,5,1,1,0,3,1,22415,1441068,25,8220,578589,0.43,5,7,4,0
5,11,0,1,5818,1741278,1995,6,7,1,1,0,0,0,46420,1423269,15,8115,318009,0.27,1,6,5,0
10,10,0,2,5234,3142902,1973,1,2,2,0,1,1,0,26925,2608275,30,15150,534627,0.61,5,7,4,0
6,13,1,2,2181,322343,2021,6,3,3,1,1,3,0,10346,269968,10,2561,52375,0.3,4,9,10,0
5,25,2,2,1958,583607,1976,2,2,2,1,1,3,1,34645,329631,20,5340,253976,0.07,2,6,8,0
1,30,1,0,4813,958507,1962,2,8,8,0,0,1,0,20220,582423,25,9365,376084,0.19,10,9,7,1
2,39,4,0,2276,798391,2009,3,3,1,1,0,2,1,55960,574376,10,14090,224015,0.12,4,3,10,0
8,34,0,2,3034,2127367,1984,1,8,6,1,0,0,1,82055,1633620,10,3765,493747,0.23,5,6,10,0
6,13,2,1,4001,596840,1984,1,5,1,0,0,1,0,2290,288802,30,2038,308038,0.8,7,4,1,0
10,10,2,2,4950,2967364,1993,6,4,2,0,1,3,0,22300,1269457,25,6040,1697907,0.38,8,5,8,0
6,29,4,0,876,128345,2023,5,6,3,1,0,1,0,6776,68201,30,2658,60144,0.06,6,7,2,0
8,34,0,2,2436,1701789,2007,1,3,3,0,0,0,0,51070,918900,10,5560,782889,0.2,6,4,7,0
11,4,1,1,4766,1902903,1969,6,4,1,1,1,0,0,23075,797241,10,5545,1105662,0.39,3,8,9,0
2,39,0,2,5065,1774720,1989,4,6,5,0,1,0,0,61080,1262712,30,11915,512008,0.13,7,5,3,1
0,35,5,0,4101,1309888,1989,3,3,1,0,1,1,1,10870,816100,25,11745,493788,0.51,10,8,5,0
12,12,1,1,5938,2969485,2006,3,5,2,1,1,2,0,76640,1270525,30,9110,1698960,0.1,10,6,3,1
10,10,1,1,2410,1445454,1981,1,6,6,0,0,1,0,60725,750009,25,6330,695445,0.08,10,5,1,1
11,20,2,2,2866,1141832,2003,2,7,7,1,1,1,1,68250,541903,10,14970,599929,0.09,4,7,3,0
1,30,2,0,571,118123,1996,5,7,7,0,1,5,0,36216,52428,20,10945,65695,0.01,4,5,8,0
6,24,4,1,5205,780618,2023,5,8,2,0,0,1,0,15450,319201,15,2524,461417,0.18,3,10,7,0
4,28,1,1,1535,640340,1970,5,1,1,0,0,1,0,49870,325112,20,9435,315228,0.05,5,1,8,0
10,10,2,2,524,316748,2013,0,3,1,1,0,2,0,49025,170981,20,17300,145767,0.03,9,6,2,1
6,9,5,1,5983,901970,1978,2,4,3,0,0,1,0,3660,377992,30,1258,523978,0.65,1,3,7,0
6,1,5,2,3541,534890,2002,1,1,1,0,1,0,0,2613,363451,10,1729,171439,1.58,8,6,3,0
3,2,5,1,4752,1802291,1964,0,2,1,0,1,0,0,30550,1139942,15,9535,662349,0.33,1,5,3,0
11,17,1,0,5729,2291021,2021,5,3,2,1,1,2,0,99165,1342377,15,8795,948644,0.12,8,7,1,1
1,30,5,0,1551,313929,1964,2,7,5,0,0,1,0,35176,171001,20,10920,142928,0.04,8,10,9,1
7,27,4,1,4685,2103652,1974,0,7,2,1,0,1,1,32900,1591679,10,15195,511973,0.55,1,6,10,0
9,6,4,2,837,155592,1991,3,2,2,1,1,1,1,35556,88441,10,19800,67151,0.03,5,2,7,0
0,5,2,2,5355,1717505,2004,4,6,3,0,1,1,0,95790,1457846,30,8645,259659,0.1,2,10,9,0
8,34,3,0,2467,1726279,1980,0,8,5,1,0,0,0,56655,983638,30,18725,742641,0.11,8,3,6,1
9,6,4,2,5652,1017116,2008,2,4,1,0,1,1,0,13976,468007,25,9605,549109,0.23,8,7,4,1
0,35,0,1,5452,1742842,1975,0,8,4,0,0,2,0,34220,1160846,20,16635,581996,0.25,7,2,10,1
2,23,5,0,4152,1450145,2016,4,5,1,0,0,2,0,83385,781455,25,8935,668690,0.06,4,10,4,0
0,35,0,2,3047,979495,1995,2,2,2,1,0,3,0,44000,550606,15,13275,428889,0.11,10,6,2,0
6,29,2,0,1021,156148,1987,5,1,1,0,0,1,1,17546,91428,15,2836,64720,0.05,6,7,4,0
9,14,2,1,4526,815798,1975,6,1,1,1,1,2,1,18082,441526,25,15225,374272,0.16,5,5,7,0
9,6,0,2,1805,329667,2012,4,8,1,1,1,2,1,34822,222429,15,19605,107238,0.06,9,1,4,0
0,22,2,2,3577,1147899,1988,0,2,1,0,1,1,0,35685,699776,15,9440,448123,0.17,5,9,6,0
9,14,4,2,768,134446,1980,4,5,2,0,0,4,0,20516,82828,20,4165,51618,0.03,10,1,5,0
5,25,1,2,5797,1742910,1974,1,6,3,0,0,0,1,10505,1308539,20,18020,434371,0.93,5,2,5,0
8,34,2,1,2785,1944726,1967,3,7,4,1,1,0,1,64045,779272,15,3900,1165454,0.11,2,6,2,0
2,38,4,1,5999,2099026,2003,1,1,1,1,0,2,0,87885,1603563,10,18775,495463,0.21,2,1,4,0
7,37,1,2,2643,1186707,1994,6,6,6,1,0,1,0,22195,687691,25,15440,499016,0.21,4,10,4,0
8,34,2,0,1724,1207389,1982,4,7,6,0,0,1,0,29340,877460,20,19675,329929,0.22,8,1,5,1
0,22,2,2,3648,1164814,2014,4,1,1,1,1,0,1,66685,671862,15,19305,492952,0.09,2,2,9,0
2,39,4,2,2341,822644,1968,2,8,8,1,0,1,0,98060,349380,10,5340,473264,0.04,2,8,5,0
8,34,5,1,1224,861761,1982,5,3,1,1,1,1,0,54140,604352,15,13625,257409,0.1,9,8,6,1
9,6,1,0,5011,901904,1975,2,5,5,0,1,2,1,10048,682716,20,7975,219188,0.51,7,9,1,0
6,9,2,2,3478,522615,1964,3,7,5,0,1,2,0,8119,251527,15,2942,271088,0.27,8,9,8,1
8,34,5,1,5152,3608190,2017,4,3,1,1,1,0,1,37730,2644632,20,3765,963558,0.52,9,1,9,0
5,3,5,0,4474,1341553,2019,5,6,5,0,0,1,0,78035,793479,10,11590,548074,0.12,10,6,6,1
0,35,4,0,3364,1079043,1987,3,6,3,0,1,1,0,23285,546307,25,11125,532736,0.16,7,4,7,1
1,30,5,2,555,111012,1985,2,7,7,1,0,2,0,18766,65688,20,14465,45324,0.03,9,2,7,1
11,4,0,1,5598,2237762,1990,1,4,3,0,1,3,0,23915,1619062,20,15980,618700,0.5,7,8,1,0
7,27,0,1,922,411408,2003,2,3,3,0,1,1,1,77905,192695,25,17180,218713,0.02,5,3,4,0
3,32,5,1,3466,1317103,1964,4,7,4,0,0,0,0,75445,547954,20,17225,769149,0.05,8,8,4,1
4,28,5,2,1755,737069,2004,4,4,1,1,1,0,1,42185,361655,15,5600,375414,0.07,3,3,1,0
2,38,3,0,2957,1030013,2002,5,4,2,1,1,0,1,87410,534482,10,8215,495531,0.07,2,2,6,0
9,14,3,2,1363,248345,2022,3,8,2,0,0,2,0,12214,209913,30,13660,38432,0.11,5,8,1,0
12,18,5,2,4005,2001650,1971,4,1,1,1,1,1,0,35400,1414299,20,14095,587351,0.3,1,5,10,0
2,39,3,0,5780,2018270,1963,5,1,1,1,0,1,0,10590,1012510,10,15205,1005760,1.09,6,5,7,0
5,3,2,1,1178,354896,1962,4,3,1,1,1,2,0,41505,258231,10,7745,96665,0.07,5,10,3,0
3,33,5,2,2471,941350,1974,1,2,2,1,0,1,0,24855,480936,10,4050,460414,0.22,7,2,5,1
3,2,0,0,3292,1250304,1998,3,2,2,1,1,0,0,12525,867333,20,9190,382971,0.52,6,9,4,0
11,4,5,2,1266,511324,1965,1,7,2,1,0,1,0,25070,206952,25,7635,304372,0.06,2,3,2,0
8,34,0,0,5611,3927194,1984,2,3,3,0,1,0,1,74145,1607385,30,4905,2319809,0.14,1,2,7,0
11,4,2,0,4127,1647536,2010,5,2,1,0,0,2,1,39295,1095217,30,7895,552319,0.18,7,7,5,0
6,13,4,1,3272,493410,1969,1,4,3,0,0,2,1,15442,415787,15,3545,77623,0.23,8,10,4,0
0,22,3,2,1252,402179,1981,0,3,3,1,0,1,1,81265,174986,30,3555,227193,0.01,5,10,9,0
1,36,5,1,5032,1003122,2006,5,5,5,1,1,3,0,4150,571545,20,11510,431577,1.03,8,2,2,0
0,35,2,1,2053,656112,1995,0,3,3,1,0,0,0,17865,328620,15,18860,327492,0.16,2,2,7,0
8,34,3,1,4724,3302971,2009,3,1,1,0,0,0,0,48835,2404816,10,19160,898155,0.56,7,5,2,0
11,4,5,2,2540,1017898,1984,6,7,6,1,1,1,0,67415,696165,30,16050,321733,0.07,10,2,4,1
5,11,0,0,1660,499088,1962,6,5,4,1,0,0,0,84075,398898,30,11665,100190,0.03,9,4,9,1
9,6,4,0,408,73246,2023,5,2,2,1,0,0,1,35890,56083,25,18180,17163,0.01,3,2,4,0
6,29,1,1,4781,719937,1988,2,4,4,0,0,1,0,10870,450664,20,751,269273,0.31,2,4,10,0
0,22,3,0,2181,695028,1964,1,1,1,0,1,2,0,73780,488159,15,14810,206869,0.06,8,3,3,1
1,36,5,0,5645,1133979,1982,2,1,1,1,0,1,0,32822,852532,30,5575,281447,0.16,6,9,7,0
2,38,3,1,2042,714163,1964,0,7,4,0,0,2,0,28700,582516,25,9585,131647,0.14,7,4,6,1
1,36,4,1,4205,837304,2000,6,1,1,1,0,3,0,28704,687560,30,5255,149744,0.15,4,8,8,0
